Date,F_trend_sma,F_momentum_rsi,F_volat_bb,F_volume_obv
2000-01-31,,,,
2000-02-01,,,,
2000-02-02,,,,
2000-02-03,,,,
2000-02-04,,,,
2000-02-07,,,,
2000-02-08,,,,
2000-02-09,,,,
2000-02-10,,,,
2000-02-11,,,,
2000-02-14,,,,
2000-02-15,,,,
2000-02-16,,,,
2000-02-17,,,,
2000-02-18,,,,
2000-02-21,,,,
2000-02-22,,,,
2000-02-23,,,,
2000-02-24,,,,
2000-02-25,,,,
2000-02-28,,,,
2000-02-29,,,,
2000-03-01,,,,
2000-03-02,,,,
2000-03-03,,,,
2000-03-06,,,,
2000-03-07,,,,
2000-03-08,,,,
2000-03-09,,,,
2000-03-10,,,,
2000-03-13,,,,
2000-03-14,,,,
2000-03-15,,,,
2000-03-16,,,,
2000-03-17,,,,
2000-03-20,,,,
2000-03-21,,,,
2000-03-22,,,,
2000-03-23,,,,
2000-03-24,,,,
2000-03-27,,,,
2000-03-28,,,,
2000-03-29,,,,
2000-03-30,,,,
2000-03-31,,,,
2000-04-03,,,,
2000-04-04,,,,
2000-04-05,,,,
2000-04-06,,,,
2000-04-07,,,,
2000-04-10,,,,
2000-04-11,,,,
2000-04-12,,,,
2000-04-13,,,,
2000-04-14,,,,
2000-04-17,,,,
2000-04-18,,,,
2000-04-19,,,,
2000-04-20,,,,
2000-04-21,,,,
2000-04-24,,,,
2000-04-25,,,,
2000-04-26,,,,
2000-04-27,,,,
2000-04-28,,,,
2000-05-01,,,,
2000-05-02,,,,
2000-05-03,,,,
2000-05-04,,,,
2000-05-05,,,,
2000-05-08,,,,
2000-05-09,,,,
2000-05-10,,,,
2000-05-11,,,,
2000-05-12,,,,
2000-05-15,,,,
2000-05-16,,,,
2000-05-17,,,,
2000-05-18,,,,
2000-05-19,,,,
2000-05-22,,,,
2000-05-23,,,,
2000-05-24,,,,
2000-05-25,,,,
2000-05-26,,,,
2000-05-29,,,,
2000-05-30,,,,
2000-05-31,,,,
2000-06-01,,,,
2000-06-02,,,,
2000-06-05,,,,
2000-06-06,,,,
2000-06-07,,,,
2000-06-08,,,,
2000-06-09,,,,
2000-06-12,,,,
2000-06-13,,,,
2000-06-14,,,,
2000-06-15,,,,
2000-06-16,,,,
2000-06-19,,,,
2000-06-20,,,,
2000-06-21,,,,
2000-06-22,,,,
2000-06-23,,,,
2000-06-26,,,,
2000-06-27,,,,
2000-06-28,,,,
2000-06-29,,,,
2000-06-30,,,,
2000-07-03,,,,
2000-07-04,,,,
2000-07-05,,,,
2000-07-06,,,,
2000-07-07,,,,
2000-07-10,,,,
2000-07-11,,,,
2000-07-12,,,,
2000-07-13,,,,
2000-07-14,,,,
2000-07-17,,,,
2000-07-18,,,,
2000-07-19,,,,
2000-07-20,,,,
2000-07-21,,,,
2000-07-24,0.31914052273492527,0.3326999596839862,-0.8139439872395696,-0.31218097044689436
2000-07-25,0.326054673933656,0.4242049198749935,-1.251106992623926,-0.2474446230588548
2000-07-26,0.3625312405974035,0.5174591967921665,-1.3814114116552898,-0.24269402005359522
2000-07-27,0.19960656987412523,0.36524877148926976,-1.6867611256882167,0.07711720151452896
2000-07-28,-0.4098571239071961,-0.43620079704562587,-1.88323051188689,0.1446207466121238
2000-07-31,-0.32003498775894884,-0.3150743607662265,-1.9156770249080413,-0.2815394410834534
2000-08-01,-0.30430156575880246,-0.31376890221304565,-1.838016576435018,-0.1263291345952007
2000-08-02,-0.2934074303080444,-0.3124795496315153,-1.7746490387421763,-0.12584932068187904
2000-08-03,0.03381997450126405,0.08837706269602166,-1.859110216394261,-0.3011127695907433
2000-08-04,0.06353797002144274,0.08804901753065757,-1.9668314913395586,-0.12355389809813977
2000-08-07,0.6513914116809861,0.7865428393078434,-1.8525481316248613,-0.35722117882361104
2000-08-08,0.4230499331350095,0.44436027868597744,-1.7709750702715463,0.5878074268476821
2000-08-09,0.5110027693267057,0.5550155516617904,-1.6932025351384434,-0.4861322127642379
2000-08-10,0.17739254588454512,0.0508630688063469,-1.729041343043872,0.3281064479572031
2000-08-11,0.3471929289029489,0.29938327712794627,-1.693958993237203,-0.602281681493802
2000-08-14,0.139280212838847,-0.030382985517874307,-1.66697797024718,0.768522909880913
2000-08-15,0.516896216308831,0.46008008617070106,-1.5658493448788562,-0.6740226913703835
2000-08-16,0.08971166659406486,-0.16113080708249913,-1.5800404388642106,1.1903281718768466
2000-08-17,0.4742805160043055,0.30686639696945645,-1.4987714881499863,-0.5184925132384788
2000-08-18,-0.14242990897529376,-0.4956205435995641,-1.4950062176027743,0.6868719343221877
2000-08-21,-0.23383985650049122,-0.6128746669092371,-1.4592584926984948,0.13666880556723388
2000-08-22,0.36549030528972326,0.08195016027749341,-1.410857770370277,-0.28177199462965674
2000-08-23,0.4508148901740943,0.18584555096806946,-1.3505352973790068,-0.4217226261957022
2000-08-24,0.5252432995181097,0.29202293285755554,-1.2701132133429398,-0.4284420900869629
2000-08-25,0.9488009825047318,0.7817474830166156,-1.1410940896682742,-1.106394258982103
2000-08-28,0.95908536445067,0.8675671138306492,-1.011124698651239,5.3518646075030505
2000-08-29,0.5805926760634263,0.3940595775768709,-1.0369000818445648,-0.6541721368992623
2000-08-30,0.8934460731674121,0.7794325326758825,-0.9797172059888556,3.3650521090838965
2000-08-31,0.5279030872349422,0.3270111895630267,-0.9745719895401744,-0.6367869657916889
2000-09-01,0.6599827874649229,0.5270814078055432,-0.9480072556029921,1.79684542886392
2000-09-04,0.5247687195301833,0.3704486002162915,-0.8837443619401003,-0.46403224973133095
2000-09-05,0.28924794475399235,0.061667967805911945,-0.8765698523179942,-0.6897347972327987
2000-09-06,0.4547377571297739,0.29656661114297056,-0.8368735765948315,0.8855721857496042
2000-09-07,0.40116054115568617,0.2955562084946076,-0.858337896474773,-0.16209975381487648
2000-09-08,0.4543931649423318,0.4199694746917964,-0.8409128407929659,0.09999849514948257
2000-09-11,0.10703206287547258,-0.1082599159956453,-0.9178674268409983,-0.5539837226879974
2000-09-12,-0.49362677517991554,-0.9694633608098038,-0.882756475353887,-1.010563858792771
2000-09-13,0.17593393550620287,-0.05476202430717548,-0.9657104297613465,-11.566063858276674
2000-09-14,-0.04418757711564724,-0.32082746837114606,-0.9812432339916255,-0.29544086293780003
2000-09-15,-0.1870203490882103,-0.4525954129221638,-1.1727848362997617,-2.020152004104494
2000-09-18,-1.1044454536458563,-1.4452524729432459,-1.1644251149567537,1.109647688071837
2000-09-19,-0.9716180139174383,-1.2960814945420174,-0.9955665516954171,-0.14250495519074877
2000-09-20,-1.0339181286159536,-1.3851979530998133,-0.7967974991521883,0.2591538231650842
2000-09-21,-0.7943642133387634,-1.0838633587212332,-0.6819029210374976,-0.12066197734890624
2000-09-22,-0.34458223704435964,-0.5399299499328801,-0.6763255082126249,-0.41356730399475766
2000-09-25,-0.10581165549584179,-0.28876947536041075,-0.7119246308046285,0.7857571245054684
2000-09-26,0.0087875272732373,-0.16340648876346203,-0.7158279369862455,0.6991323564264761
2000-09-27,-0.05910484501880736,-0.306716339997143,-0.7849000347866217,-0.12333147283114664
2000-09-28,0.06158549465166206,-0.1681776611777431,-0.8042623665697148,0.16097395145448962
2000-09-29,-0.21241245266883232,-0.6134145646920558,-0.8562807439776476,-0.0516163129574025
2000-10-02,-0.6780322427914806,-1.2423685078648723,-0.811977008610995,-0.10390408524786536
2000-10-03,-0.42201053277133715,-0.9268372940136839,-0.7980728302085308,0.09206402886801048
2000-10-04,-0.06365464138413027,-0.4885763630579885,-0.8705400102081479,0.09569696071783493
2000-10-05,-0.026033856011207578,-0.48689102832947395,-0.9581182935455269,0.008973272249795227
2000-10-06,-0.08540971792387321,-0.6329709038512187,-1.0995149969377,-0.06487041725954125
2000-10-09,-0.15579990987281525,-0.7799548638170662,-1.1576607010156206,-0.0608867860405055
2000-10-10,-0.4600174702074697,-1.1996441236837176,-1.0979455742326394,-0.1858883684524877
2000-10-11,-0.3998075426497358,-1.191677578484578,-1.1749476599467403,0.010748732832260377
2000-10-12,-0.35014203896978113,-1.1838679384564632,-1.2143964152502955,0.01071964118980873
2000-10-13,-0.3057383642844761,-1.1762101171781039,-1.2464196421881664,0.01069078447791447
2000-10-16,-0.6256475143597989,-1.622526223560026,-1.1801531021297456,-0.22410122508244223
2000-10-17,-1.237627426231642,-2.295228490123104,-0.8453325243945156,-1.6864858403034708
2000-10-18,-1.6060473315143178,-2.5984545722463106,-0.39905542680739076,0.7683217588284732
2000-10-19,-1.7287042398698655,-2.6941616103066455,0.046811453908055606,0.1195497910337539
2000-10-20,-2.0257197392626742,-2.8949250586200606,0.5444521416239918,0.11032540684571951
2000-10-23,-2.6905395703019543,-3.2057265850526973,1.2539484704135053,0.1302916957699273
2000-10-24,-2.4755930624576945,-3.11471379125033,1.730085436397145,0.015034246405380139
2000-10-25,-2.1731028576320535,-2.8404006079781294,2.0362105032283466,-0.04833730527876761
2000-10-26,-1.6734232266601607,-2.2270522368839845,2.1183499649313378,-0.0579050822408604
