,Date,Open,High,Low,Close,Volume,Ticker,Sector,Return
0,2000-03-31,0.2488087862730026,0.2897463738918304,0.223599836230278,0.2897463738918304,328802.0,ABEV3.SA,Consumer Defensive,16.4534332698
1,2000-06-30,0.2881720066070556,0.3621752560138702,0.280299574136734,0.3621752560138702,322355.0,ABEV3.SA,Consumer Defensive,25.680235314363347
2,2000-09-30,0.3621752560138702,0.4913035035133362,0.3621752560138702,0.4913035035133362,537726.0,ABEV3.SA,Consumer Defensive,35.653525566782726
3,2000-12-31,0.4913035035133362,0.7401059865951538,0.4913035035133362,0.7401059865951538,2879399.0,ABEV3.SA,Consumer Defensive,50.64130039835224
4,2001-03-31,0.7401059865951538,0.850335955619812,0.700739324092865,0.7715997695922852,1080774.0,ABEV3.SA,Consumer Defensive,4.255307154319614
5,2001-06-30,0.779475748538971,0.8344320058822632,0.7322328090667725,0.8125444054603577,1330117.0,ABEV3.SA,Consumer Defensive,4.242422805760121
6,2001-09-30,0.842463493347168,0.842463493347168,0.5511420965194702,0.5668905377388,1105344.0,ABEV3.SA,Consumer Defensive,-32.71037353956986
7,2001-12-31,0.5857849717140198,0.6928666234016418,0.5511420965194702,0.673969030380249,4102190.0,ABEV3.SA,Consumer Defensive,15.053998126343313
8,2002-03-31,0.673969030380249,0.700739324092865,0.6062575578689575,0.6298786997795105,1525466.0,ABEV3.SA,Consumer Defensive,-6.541892670626578
9,2002-06-30,0.6172792911529541,0.6613723635673523,0.5590181350708008,0.592086672782898,1844131.0,ABEV3.SA,Consumer Defensive,-4.081234982466589
10,2002-09-30,0.5983844995498657,0.645624041557312,0.5668905377388,0.6046828031539917,1077739.0,ABEV3.SA,Consumer Defensive,1.052551262418039
11,2002-12-31,0.6220057606697083,0.7700253129005432,0.6062575578689575,0.7527053952217102,704478.0,ABEV3.SA,Consumer Defensive,21.012608373800074
12,2003-03-31,0.7527053952217102,0.7558541297912598,0.6534998416900635,0.7479817271232605,1271268.0,ABEV3.SA,Consumer Defensive,-0.6275586874275487
13,2003-06-30,0.7715997695922852,0.85035240650177,0.7401059865951538,0.7873481512069702,2583824.0,ABEV3.SA,Consumer Defensive,2.0410039291492446
14,2003-09-30,0.7952212691307068,0.992057204246521,0.779475748538971,0.9448022842407228,871468.0,ABEV3.SA,Consumer Defensive,18.80998671898325
15,2003-12-31,0.9762964248657228,1.0078060626983645,0.8660818338394165,0.9999304413795472,1309033.0,ABEV3.SA,Consumer Defensive,2.420782859783085
16,2004-03-31,0.9999304413795472,1.5746965408325195,0.9999304413795472,1.4723395109176636,3664166.0,ABEV3.SA,Consumer Defensive,47.24419319471466
17,2004-06-30,1.4959602355957031,1.9368752241134644,1.4927955865859983,1.889636516571045,3484744.0,ABEV3.SA,Consumer Defensive,26.315958914414377
18,2004-09-30,1.873887538909912,1.9400248527526855,1.7951544523239136,1.9211304187774656,2470220.0,ABEV3.SA,Consumer Defensive,2.5211160694859984
19,2004-12-31,1.905381679534912,2.236069917678833,1.8817603588104248,2.1541836261749268,4622574.0,ABEV3.SA,Consumer Defensive,13.057853411330434
20,2005-03-31,2.188826560974121,2.2061667442321777,1.842409610748291,1.9284361600875852,8747242.0,ABEV3.SA,Consumer Defensive,-11.896346907022686
21,2005-06-30,1.9284361600875852,1.9284361600875852,0.9448177814483644,1.1451188325881958,5034538.0,ABEV3.SA,Consumer Defensive,-40.61930302446791
22,2005-09-30,1.171837568283081,1.2979916334152222,1.110764741897583,1.2787152528762815,6585975.0,ABEV3.SA,Consumer Defensive,9.120520410503003
23,2005-12-31,1.30734384059906,1.4733859300613403,1.1737465858459473,1.4352147579193115,15096143.0,ABEV3.SA,Consumer Defensive,9.780970648215819
24,2006-03-31,1.4313976764678955,1.561178207397461,1.4117783308029177,1.561178207397461,6109564.0,ABEV3.SA,Consumer Defensive,9.066699846112
25,2006-06-30,1.5936230421066284,1.7367628812789917,1.419946789741516,1.5268242359161377,3487006.0,ABEV3.SA,Consumer Defensive,-4.191631548084835
26,2006-09-30,1.6060292720794678,1.6851941347122192,1.4886351823806765,1.675690770149231,6415661.0,ABEV3.SA,Consumer Defensive,4.337498654651935
27,2006-12-31,1.679506778717041,1.803370475769043,1.5840799808502195,1.7997446060180664,3691233.0,ABEV3.SA,Consumer Defensive,7.159115332233068
28,2007-03-31,1.803599715232849,2.0497617721557617,1.7608675956726074,2.0497617721557617,4923111.0,ABEV3.SA,Consumer Defensive,13.648375237802293
29,2007-06-30,2.053579092025757,2.706296443939209,2.053579092025757,2.624228954315185,4967665.0,ABEV3.SA,Consumer Defensive,27.78806350850162
30,2007-09-30,2.5956015586853027,2.6948466300964355,2.156640244950564,2.500174760818481,67826384.0,ABEV3.SA,Consumer Defensive,-3.6764809894457113
31,2007-12-31,2.4810907151367747,2.7482853382702284,2.2806943175777974,2.3931517601013184,89858209.0,ABEV3.SA,Consumer Defensive,-3.5443667778430483
32,2008-03-31,2.393150958507289,2.568329586738896,2.040879249572754,2.2302260398864746,100995690.0,ABEV3.SA,Consumer Defensive,-6.807966628333285
33,2008-06-30,2.26066691950322,2.306807258329431,1.8127459333908789,1.873176097869873,100334955.0,ABEV3.SA,Consumer Defensive,-17.140553448647697
34,2008-09-30,1.8092471267745995,1.880808480447642,1.5461220186172218,1.8404003381729128,110278605.0,ABEV3.SA,Consumer Defensive,1.7218881233682581
35,2008-12-31,1.85966065760756,1.85966065760756,1.4146585868519723,1.70116126537323,113592317.0,ABEV3.SA,Consumer Defensive,-8.523027660231216
36,2009-03-31,1.6740755207215818,1.876656413078308,1.5320635798506173,1.876656413078308,38282885.0,ABEV3.SA,Consumer Defensive,12.10106054650433
37,2009-06-30,1.8220555504588969,2.263425400318051,1.7947555885344657,2.150710344314575,61261148.0,ABEV3.SA,Consumer Defensive,18.037583638594576
38,2009-09-30,2.122278033079826,2.62432074546814,2.089580237633052,2.62432074546814,93805131.0,ABEV3.SA,Consumer Defensive,23.655840778776533
39,2009-12-31,2.63095836015815,3.154316902160644,2.5932014665567853,3.1543169021606445,52759124.0,ABEV3.SA,Consumer Defensive,19.892315664434715
40,2010-03-31,3.122563641033798,3.3807964966971737,2.93201208114624,2.93201208114624,56748590.0,ABEV3.SA,Consumer Defensive,-6.1024075661263915
41,2010-06-30,2.958989860062,3.5049040942198424,2.9190549313760874,3.313728094100952,75193696.0,ABEV3.SA,Consumer Defensive,11.988491032933757
42,2010-09-30,3.3307219331584808,3.827940469249687,3.222600775109104,3.724499940872192,51081786.0,ABEV3.SA,Consumer Defensive,11.822602295121545
43,2010-12-31,3.776384817795056,4.69456752995284,3.767558300168597,4.683776378631592,46912066.0,ABEV3.SA,Consumer Defensive,24.028048109947147
44,2011-03-31,4.66327067583064,4.745290551303453,3.833357014201827,4.248229026794434,45296281.0,ABEV3.SA,Consumer Defensive,-8.900226426643735
45,2011-06-30,4.231806054519288,5.1471686363220215,4.183629369924135,4.710113048553467,32057828.0,ABEV3.SA,Consumer Defensive,11.302668124957622
46,2011-09-30,4.724385937051579,5.242187034615369,4.036198527519948,5.0883965492248535,64412679.0,ABEV3.SA,Consumer Defensive,7.704929635796182
47,2011-12-31,5.034665133527453,6.137369632720946,4.962725281874064,6.137369632720947,56429501.0,ABEV3.SA,Consumer Defensive,21.902241160990652
48,2012-03-31,6.125005580168995,7.630059337465136,5.69224146364197,7.171116352081299,63887153.0,ABEV3.SA,Consumer Defensive,17.0793439813232
49,2012-06-30,7.174533920789353,7.88629307793186,6.597629125235248,7.239120006561279,102806759.0,ABEV3.SA,Consumer Defensive,0.9002129822646494
50,2012-09-30,7.2081758412392976,7.450015319648785,6.800142137855263,7.30789041519165,63388435.0,ABEV3.SA,Consumer Defensive,1.3833537936445368
51,2012-12-31,7.453882988201475,10.139176412149194,7.420374714562362,9.77655792236328,207519134.0,ABEV3.SA,Consumer Defensive,31.160603645620615
52,2013-03-31,9.91789101992323,10.687639117307704,9.569270036307962,9.64105987548828,86957843.0,ABEV3.SA,Consumer Defensive,-2.791229948774871
53,2013-06-30,9.75403617177909,10.238919086281433,8.785462617460619,9.754039764404297,79021242.0,ABEV3.SA,Consumer Defensive,3.683219073453301e-05
