Date,Open,High,Low,Close,Volume,Ticker,Sector
2000-01-01,0.24880877137184143,0.28974637389183044,0.2235998511314392,0.28974637389183044,328802.0,ABEV3.SA,Consumer Defensive
2000-04-01,0.2881720960140228,0.362175315618515,0.2802995443344116,0.362175315618515,322355.0,ABEV3.SA,Consumer Defensive
2000-07-01,0.362175315618515,0.4913032352924347,0.362175315618515,0.4913032352924347,537726.0,ABEV3.SA,Consumer Defensive
2000-10-01,0.4913032352924347,0.7401058673858643,0.4913032352924347,0.7401058673858643,2879399.0,ABEV3.SA,Consumer Defensive
2001-01-01,0.7401058673858643,0.8503360748291016,0.7007392048835754,0.7716000080108643,1080774.0,ABEV3.SA,Consumer Defensive
2001-04-01,0.7794755697250366,0.8344322443008423,0.7322328686714172,0.812544047832489,1330117.0,ABEV3.SA,Consumer Defensive
2001-07-01,0.8424636721611023,0.8424636721611023,0.5511422753334045,0.5668904781341553,1105344.0,ABEV3.SA,Consumer Defensive
2001-10-01,0.5857850909233093,0.6928666830062866,0.5511422753334045,0.6739688515663147,4102190.0,ABEV3.SA,Consumer Defensive
2002-01-01,0.6739688515663147,0.7007392048835754,0.6062573790550232,0.6298786401748657,1525466.0,ABEV3.SA,Consumer Defensive
2002-04-01,0.6172791719436646,0.6613722443580627,0.5590182542800903,0.592086672782898,1844131.0,ABEV3.SA,Consumer Defensive
2002-07-01,0.5983846783638,0.645624041557312,0.5668904781341553,0.6046825051307678,1077739.0,ABEV3.SA,Consumer Defensive
2002-10-01,0.622005820274353,0.7700251340866089,0.6062573790550232,0.7527053356170654,704478.0,ABEV3.SA,Consumer Defensive
2003-01-01,0.7527053356170654,0.7558541297912598,0.6534997224807739,0.7479814887046814,1271268.0,ABEV3.SA,Consumer Defensive
2003-04-01,0.7716000080108643,0.8503520488739014,0.7401058673858643,0.7873480916023254,2583824.0,ABEV3.SA,Consumer Defensive
2003-07-01,0.7952210903167725,0.9920571446418762,0.7794755697250366,0.9448019862174988,871468.0,ABEV3.SA,Consumer Defensive
2003-10-01,0.9762963056564331,1.0078058242797852,0.8660814166069031,0.9999301433563232,1309033.0,ABEV3.SA,Consumer Defensive
2004-01-01,0.9999301433563232,1.5746965408325195,0.9999301433563232,1.4723395109176636,3664166.0,ABEV3.SA,Consumer Defensive
2004-04-01,1.4959602355957031,1.936875343322754,1.4927949905395508,1.8896361589431763,3484744.0,ABEV3.SA,Consumer Defensive
2004-07-01,1.8738878965377808,1.9400246143341064,1.795154333114624,1.9211300611495972,2470220.0,ABEV3.SA,Consumer Defensive
2004-10-01,1.905381202697754,2.236069917678833,1.8817596435546875,2.1541836261749268,4622574.0,ABEV3.SA,Consumer Defensive
2005-01-01,2.1888267993927,2.2061662673950195,1.8424094915390015,1.9284368753433228,8747242.0,ABEV3.SA,Consumer Defensive
2005-04-01,1.9284368753433228,1.9284368753433228,0.9448177814483643,1.1451184749603271,5034538.0,ABEV3.SA,Consumer Defensive
2005-07-01,1.1718374490737915,1.2979917526245117,1.110764980316162,1.2787156105041504,6585975.0,ABEV3.SA,Consumer Defensive
2005-10-01,1.3073433637619019,1.4733858108520508,1.1737462282180786,1.4352151155471802,15096143.0,ABEV3.SA,Consumer Defensive
2006-01-01,1.431397557258606,1.5611778497695923,1.4117779731750488,1.5611778497695923,6109564.0,ABEV3.SA,Consumer Defensive
2006-04-01,1.5936235189437866,1.73676335811615,1.4199464321136475,1.5268245935440063,3487006.0,ABEV3.SA,Consumer Defensive
2006-07-01,1.6060285568237305,1.6851948499679565,1.4886351823806763,1.6756898164749146,6415661.0,ABEV3.SA,Consumer Defensive
2006-10-01,1.6795066595077515,1.8033705949783325,1.584079623222351,1.799744963645935,3691233.0,ABEV3.SA,Consumer Defensive
2007-01-01,1.80359947681427,2.049762010574341,1.7608675956726074,2.049762010574341,4923111.0,ABEV3.SA,Consumer Defensive
2007-04-01,2.053579092025757,2.706296443939209,2.053579092025757,2.624229669570923,4967665.0,ABEV3.SA,Consumer Defensive
2007-07-01,2.595602035522461,2.6948459148406982,2.156639776406175,2.5001754760742188,67826384.0,ABEV3.SA,Consumer Defensive
2007-10-01,2.4810907151367747,2.7482840940766144,2.280694550157579,2.3931515216827393,89858209.0,ABEV3.SA,Consumer Defensive
2008-01-01,2.393151443097848,2.5683303081792506,2.040879249572754,2.2302255630493164,100995690.0,ABEV3.SA,Consumer Defensive
2008-04-01,2.260666447542433,2.3068065301404626,1.8127453494869272,1.8731770515441895,100334955.0,ABEV3.SA,Consumer Defensive
2008-07-01,1.8092480815769028,1.8808083584952557,1.5461211964516703,1.8403998613357544,110278605.0,ABEV3.SA,Consumer Defensive
2008-10-01,1.8596606576075596,1.8596606576075596,1.4146586976102964,1.70116126537323,113592317.0,ABEV3.SA,Consumer Defensive
2009-01-01,1.6740760795319582,1.8766571283340454,1.5320639372898024,1.8766571283340454,38282885.0,ABEV3.SA,Consumer Defensive
2009-04-01,1.8220555504588969,2.2634249087037555,1.7947553542601844,2.1507115364074707,61261148.0,ABEV3.SA,Consumer Defensive
2009-07-01,2.122278033079826,2.6243209838867188,2.0895811680668133,2.6243209838867188,93805131.0,ABEV3.SA,Consumer Defensive
2009-10-01,2.630958593516501,3.1543159484863277,2.5932016965662092,3.154315948486328,52759124.0,ABEV3.SA,Consumer Defensive
2010-01-01,3.122563409643093,3.3807964966971737,2.9320120811462402,2.9320120811462402,56748590.0,ABEV3.SA,Consumer Defensive
2010-04-01,2.9589886588281953,3.5049045714618687,2.9190537463542974,3.313727378845215,75193696.0,ABEV3.SA,Consumer Defensive
2010-07-01,3.3307216900103107,3.82794119094191,3.222600539853956,3.724499225616455,51081786.0,ABEV3.SA,Consumer Defensive
2010-10-01,3.7763852824728166,4.694568489583526,3.7675585309005304,4.683777332305908,46912066.0,ABEV3.SA,Consumer Defensive
2011-01-01,4.66327067583064,4.745290551303453,3.833357469137486,4.24822998046875,45296281.0,ABEV3.SA,Consumer Defensive
2011-04-01,4.231805593775434,5.147168159484863,4.1836307589926305,4.710113525390625,32057828.0,ABEV3.SA,Consumer Defensive
2011-07-01,4.724387831092927,5.242189968077091,4.036197586485575,5.0883965492248535,64412679.0,ABEV3.SA,Consumer Defensive
2011-10-01,5.034666083807178,6.1373701095581055,4.962726228047628,6.1373701095581055,56429501.0,ABEV3.SA,Consumer Defensive
2012-01-01,6.125005580168995,7.630060310157778,5.69224241058449,7.171116352081299,63887153.0,ABEV3.SA,Consumer Defensive
2012-04-01,7.174532985669033,7.88629307793186,6.597627753024964,7.239121913909912,102806759.0,ABEV3.SA,Consumer Defensive
2012-07-01,7.2081758412392976,7.450015804239408,6.800143545355191,7.307891368865967,63388435.0,ABEV3.SA,Consumer Defensive
2012-10-01,7.453883935998996,10.139177393790469,7.420375658099141,9.776558876037598,207519134.0,ABEV3.SA,Consumer Defensive
2013-01-01,9.91789101992323,10.687635287122,9.569270036307962,9.641059875488281,86957843.0,ABEV3.SA,Consumer Defensive
2013-04-01,9.754039997091954,10.238917127833023,8.785461683062582,9.754040718078613,79021242.0,ABEV3.SA,Consumer Defensive
2013-07-01,9.429217741630735,10.432157553928654,9.203255537710383,10.043143272399902,84676755.0,ABEV3.SA,Consumer Defensive
2013-10-01,10.15344350946844,10.555501794981872,9.618552477483682,10.270856857299805,366181554.0,ABEV3.SA,Consumer Defensive
2014-01-01,10.258996638019187,10.419108270722969,9.120385669876615,10.203993797302246,589791625.0,ABEV3.SA,Consumer Defensive
2014-04-01,10.179913741589896,10.783482687507327,9.328418125788593,9.521757125854492,653012637.0,ABEV3.SA,Consumer Defensive
2014-07-01,9.533839455047598,10.24455295169933,9.158468770030291,9.786932945251465,755520700.0,ABEV3.SA,Consumer Defensive
2014-10-01,9.671000666433983,10.799556948626897,9.121858336837745,10.081648826599121,1396664049.0,ABEV3.SA,Consumer Defensive
2015-01-01,10.06917057623377,12.62505311329381,9.69485294059479,12.29894733428955,708264800.0,ABEV3.SA,Consumer Defensive
2015-04-01,12.41208495820151,13.5035512464341,12.079323320084127,12.706679344177246,680658100.0,ABEV3.SA,Consumer Defensive
2015-07-01,12.746823133224447,13.502940087802838,11.348356070455361,13.09456729888916,848791900.0,ABEV3.SA,Consumer Defensive
2015-10-01,13.08782083561724,13.795821288241752,11.901087558402274,12.137084007263184,725519100.0,ABEV3.SA,Consumer Defensive
2016-01-01,12.055491318131999,13.3999500693022,10.872380226940917,12.872715950012207,897483500.0,ABEV3.SA,Consumer Defensive
2016-04-01,12.893258094787598,13.49581225511402,12.372871737966516,13.043898582458496,715027900.0,ABEV3.SA,Consumer Defensive
2016-07-01,13.064439054759665,13.848804688734162,12.725185097481276,13.66268539428711,756524400.0,ABEV3.SA,Consumer Defensive
2016-10-01,13.586858169948963,13.690259973706437,11.127754376897652,11.557642936706543,839506200.0,ABEV3.SA,Consumer Defensive
2017-01-01,11.515360388862607,13.15411436594329,11.39555450700182,12.906458854675293,668530200.0,ABEV3.SA,Consumer Defensive
2017-04-01,12.878153916958075,14.095207263529868,12.31207876704856,13.070642471313477,914586900.0,ABEV3.SA,Consumer Defensive
2017-07-01,13.106334917651955,15.490604316890403,12.649469606998379,15.019461631774902,743280600.0,ABEV3.SA,Consumer Defensive
2017-10-01,14.933799586784462,16.20445496661994,14.1771138466294,15.41938591003418,845754400.0,ABEV3.SA,Consumer Defensive
2018-01-01,15.455612245383811,17.693070830563077,15.337874564675392,17.496803283691406,828111700.0,ABEV3.SA,Consumer Defensive
2018-04-01,17.496807831477234,17.85299278462143,13.043271189477824,13.182575225830078,1103774000.0,ABEV3.SA,Consumer Defensive
2018-07-01,13.14591389634758,14.883549939875016,13.050599740252292,13.44651985168457,885969800.0,ABEV3.SA,Consumer Defensive
2018-10-01,13.453850246796309,13.783779640489078,10.660435993200434,11.508209228515625,1193669400.0,ABEV3.SA,Consumer Defensive
2019-01-01,11.523175099347622,14.254314800280477,11.523175099347622,12.593182563781738,1476850700.0,ABEV3.SA,Consumer Defensive
2019-04-01,12.623113793499686,13.90263466736622,12.234019471485906,13.386334419250488,1245536500.0,ABEV3.SA,Consumer Defensive
2019-07-01,13.543470657651369,15.541320403594275,13.236684978864739,14.40396785736084,1406449100.0,ABEV3.SA,Consumer Defensive
2019-10-01,14.441377417925574,14.866747971372737,12.855074102281332,14.336891174316406,1256578700.0,ABEV3.SA,Consumer Defensive
2020-01-01,14.48279342898977,15.035689048984636,7.95555307736123,9.153494834899902,1869401700.0,ABEV3.SA,Consumer Defensive
2020-04-01,8.907761121849722,11.388112554016864,8.201284534112517,10.858253479003906,1752329000.0,ABEV3.SA,Consumer Defensive
2020-07-01,10.950403415968943,12.22513696525158,9.245641708374023,9.629598617553711,2052080300.0,ABEV3.SA,Consumer Defensive
2020-10-01,9.637277999483578,12.690256082841062,9.353150367736816,12.335558891296387,1872936500.0,ABEV3.SA,Consumer Defensive
2021-01-01,12.445908790162907,13.328710399596313,10.572816466286286,12.109240531921387,1525138900.0,ABEV3.SA,Consumer Defensive
2021-04-01,12.188437142476687,15.728547771119418,11.515262105473225,13.51894760131836,1522376400.0,ABEV3.SA,Consumer Defensive
2021-07-01,13.352636866010132,14.390116795271753,12.10924185606172,12.117161750793457,1468490800.0,ABEV3.SA,Consumer Defensive
2021-10-01,12.20427644319935,14.35051942832448,11.515261314698364,12.688796997070312,1492211000.0,ABEV3.SA,Consumer Defensive
2022-01-01,12.688795801666778,12.919202968173236,10.74680132519053,12.672337532043457,1653573000.0,ABEV3.SA,Consumer Defensive
2022-04-01,12.828685853940204,12.894516122029957,10.541081724161987,11.026579856872559,1372530800.0,ABEV3.SA,Consumer Defensive
2022-07-01,10.98543838654994,13.347098597616032,10.944294266779279,12.787542343139648,1621774200.0,ABEV3.SA,Consumer Defensive
2022-10-01,13.00149074412729,13.890199865737774,12.014035557410628,12.577754974365234,1828136400.0,ABEV3.SA,Consumer Defensive
2023-01-01,12.473804601014447,13.036859372644766,10.91458016459117,12.413168907165527,2247751700.0,ABEV3.SA,Consumer Defensive
2023-04-01,12.326544927223198,13.51328936790473,12.092662211511941,13.348703384399414,1431181400.0,ABEV3.SA,Consumer Defensive
2023-07-01,13.426664796037468,13.669211318302,11.139799907468511,11.356359481811523,1632822800.0,ABEV3.SA,Consumer Defensive
2023-10-01,11.356359333254701,12.880935031150862,10.637384075152557,12.515093803405762,1486709700.0,ABEV3.SA,Consumer Defensive
