Price,Ticker,Open,Open,Open,Open,Open,High,High,High,High,High,Low,Low,Low,Low,Low,Close,Close,Close,Close,Close,Volume,Volume,Volume,Volume,Volume
,,mean,median,max,min,std,mean,median,max,min,std,mean,median,max,min,std,mean,median,max,min,std,mean,median,max,min,std
50,IRBR3.SA,248.0755501844433,170.13475036621094,893.5279943307768,22.299999237060547,262.79344014567226,291.1058388848522,186.1898956298828,1033.055842754834,35.400001525878906,300.1564666117824,197.43460702197734,136.5309600830078,788.0831509867483,18.270000457763672,219.60372250231413,243.00780715942383,148.10559844970703,892.3823852539062,22.239999771118164,263.94157065828057,68959227.06666666,59270911.0,179235100.0,5251107.0,55173526.71507529
51,ITSA4.SA,2.9461481856428535,2.177561232166018,9.523675699100796,0.24206073459194646,2.413214683758291,3.3134719392510976,2.339115034421449,9.670588716045458,0.29475436928579,2.640516634794737,2.655353028565914,1.9555994562712717,8.225041290123118,0.22230092597537598,2.1802172633964885,3.0171293878555296,2.197065591812134,9.506500244140625,0.23712098598480225,2.44767412839287,1329164582.09,1336096447.0,3509970635.0,350199106.0,688865045.8931979
52,ITUB4.SA,10.276099670819281,7.697071366216134,30.383815057229853,0.866023060518542,7.8132826762904095,11.60540353416032,8.070357322692871,31.4143189627642,1.195581066909843,8.58936823945375,9.217816973161593,6.904784550322739,26.715711427010028,0.7737523312511928,7.013792934204395,10.517225446774788,7.719529628753662,30.243328094482422,0.8351485133171082,7.895523548521272,2932497001.670103,1514041590.0,15827617552.0,230787.0,3260575857.2527013
53,JHSF3.SA,2.9037055666425933,2.759549415886398,5.890490515309777,0.721766961270924,1.5745941185172052,3.483210438258348,3.4210492567084834,7.377955827169139,0.8464356625540529,1.7972995776836131,2.362007637050663,2.2175721151935415,4.8110019342198385,0.598097696001596,1.3147395117296368,2.8849069887483623,2.759549856185913,5.735478401184082,0.7086436748504639,1.5607782177538683,121248864.32394366,43600200.0,840613000.0,4313900.0,160458627.53888032
54,KLBN4.SA,1.8754038128567787,1.7769988795309386,4.1604087164347625,0.26807809121451814,1.1345913976353017,2.1582656879097444,2.1412865674456762,4.565279866691915,0.3339046835899353,1.2795574033170536,1.6959787409649179,1.605305010744042,3.798193324484549,0.24422741678774432,1.0415052548170944,1.9286705553531647,1.844442069530487,4.402233600616455,0.2718936800956726,1.1635623128960286,308285760.9705882,129662005.0,1189712700.0,4413420.0,339790023.7425585
55,LAND3.SA,20.494114491098255,21.723459792730225,28.23101693259908,12.135337426994752,5.606717053144127,23.010905829937347,24.045558057456645,29.713381500756388,14.323676483959467,5.763136460186139,17.455070451464618,16.083407363734167,25.70946059454055,10.752705457596702,5.232818229741157,20.567931175231934,21.64120388031006,28.55204200744629,12.135336875915527,5.656691601277765,3948285.714285714,3491000.0,6667400.0,2154800.0,1475589.8397470876
56,LIGT3.SA,17.107023182160905,15.280285352499856,64.1551742553711,2.4000000953674316,11.254300115203788,19.805536763035,16.86493980425847,69.90383911132812,4.909999847412109,12.728016132300674,14.195661476549574,12.824115345635972,53.865055084228516,1.8600000143051147,9.89587031707455,16.669014039039613,15.05464792251587,65.47736358642578,2.440000057220459,10.998127213361654,72061424.04,51784772.0,765550400.0,208.0,107773635.10913941
57,LOGG3.SA,19.41845398723955,20.10307679973216,26.937953464068546,12.33436976841518,4.414863649533571,22.70871024737341,21.821039688305415,31.530802347721686,14.516010393456101,4.378083689883413,16.23640819087682,15.720442946660242,22.932922085389023,10.083346366882324,3.7094762170226154,19.58172336578369,20.103076934814453,26.81255340576172,13.089848518371582,4.115494731966679,23660948.0,24719300.0,40412500.0,6079700.0,7929262.666704893
58,LREN3.SA,1109.8819789937656,13.85883497835147,9245.3505859375,0.6686075925827026,2154.4940259885466,1144.1041984053902,15.944578560250017,10438.301828955906,0.9551541805267334,2253.1589359117747,978.110297856051,11.564525598624234,4771.79638671875,0.6599243879318237,1881.5380869590401,982.5190109407902,13.864095211029053,4771.79638671875,0.9551541805267334,1886.6971606433624,834409722.1,390037546.5,21856749150.0,0.0,2760371008.571906
59,LWSA3.SA,10.320732685085321,7.467840270898057,26.040934481824397,3.939967826680271,6.985635542661157,13.160424343184761,10.429402561740304,33.72719736391775,4.4921117295521675,8.688523765284001,7.997016709410397,5.193190115973262,21.067473058555095,2.3329609209022744,5.972403227078999,10.173229384422303,7.539735317230225,26.031314849853516,3.2777602672576904,6.9699678900481254,538702900.0,501848800.0,1026801400.0,286042000.0,201923306.24497277
60,MGLU3.SA,38.31799510871102,11.668976426807621,229.19680871811286,0.4778917833712373,57.89845988528927,47.57211983049929,17.862658206305678,256.6037528882349,0.6228856285825565,69.44116969512218,29.897642042088286,9.19344428695329,198.50308145920116,0.2692245698653267,47.840116006646745,38.176583822207014,11.698100090026855,226.38401794433594,0.49830830097198486,57.58982423492335,427459674.8,260041486.0,1715221300.0,77168577.0,387277706.7938238
61,MRFG3.SA,7.058432945400835,6.168581871976685,16.903327451691478,2.4784478036147086,3.469617427728063,8.490068926047186,7.5944544286227265,18.49151334059143,3.059812785712554,4.046059282617052,5.8480997951376175,4.956896538055702,13.5900652989435,2.123509438074133,2.9713638809674987,7.155668601183824,6.110085964202881,17.030000686645508,2.447849750518799,3.6479679561098957,287592781.25352114,189849970.0,1075215589.0,4418451.0,255429055.92733926
62,MRVE3.SA,8.351535656730444,7.210791774292003,19.71989314004526,1.678077359826654,3.941156360907137,9.91945185959042,8.335695957063756,20.634778544971013,2.4859159062068663,4.482733257021977,6.875875475115388,6.2200000286102295,15.313654611269953,1.0877987146377563,3.233014327455845,8.32456590788705,7.122938394546509,19.520610809326172,1.6527798175811768,3.9155959830444105,337687158.01428574,256039107.5,1387970200.0,88398005.0,238409630.94118014
63,MULT3.SA,14.27467439565312,14.5672081270549,27.30283448161579,2.7916118887960226,6.371295901777216,16.096177242919712,15.516822407495912,29.784157859843592,3.626148618317159,7.0327071958946705,12.66981126618548,13.335443479596428,23.535497839668114,1.8935791986006765,5.6244055780603865,14.470869565010071,14.894625186920166,27.252473831176758,2.791611671447754,6.307037929852355,174777958.44285715,134418000.0,565716435.0,17538368.0,135885129.6795521
64,OGXP3.SA,536.0429901130292,376.2499694824219,2239.0,1.5,672.2116881045523,640.2357871140381,376.2499694824219,2339.0,1.7899999618530273,773.216214292539,417.2031938905319,170.3749949813285,1851.0,1.340000033378601,551.9342201350219,526.2119902873039,303.62498474121094,2205.0,1.5,672.5404067106109,14718653.5,7523350.0,144905533.0,0.0,26812378.805538516
