Date,Close,High,Low,Open,Volume
2010-04-01,5.545069217681885,5.650133417730593,5.428330716654683,5.545069217681885,8291951
2010-04-05,5.550907135009766,5.585927788404361,5.545069983714137,5.545069983714137,3116594
2010-04-06,5.545069217681885,5.562579541960191,5.486699967168284,5.527558329808861,2620583
2010-04-07,5.556742191314697,5.650133214210361,5.515884393740554,5.545069017946111,2580084
2010-04-08,5.545069217681885,5.574253842938685,5.539232067192637,5.568416692449438,2828242
2010-04-09,5.545069217681885,5.585927016727744,5.533394916703391,5.585927016727744,1856672
2010-04-12,5.574253082275391,5.591763404164236,5.527557575517641,5.562578782889973,1825893
2010-04-13,5.690990924835205,5.690990924835205,5.556741556116906,5.574253004952123,1414121
2010-04-14,5.772707462310791,5.8077292317271105,5.60927404128694,5.708501636507025,1870138
2010-04-15,5.743524074554443,5.81356762841435,5.638459870954057,5.638459870954057,738801
2010-04-16,5.661806583404541,5.7727079227440585,5.661806583404541,5.7727079227440585,622772
2010-04-19,5.74936056137085,5.749360561370849,5.603438010598136,5.620948333446485,336141
2010-04-20,5.761034965515137,5.77854528867995,5.6442959083167334,5.679317681835723,745888
2010-04-22,5.7201762199401855,5.7493608442495985,5.6618069713213615,5.7493608442495985,1157762
2010-04-23,5.708502769470215,5.761035434020822,5.644296367328827,5.749361132835313,478393
2010-04-26,5.7201762199401855,5.743523693949836,5.6909915956307735,5.708502482935361,703466
2010-04-27,5.574253082275391,5.690991003777802,5.574253082275391,5.685154417679734,703871
2010-04-28,5.574253082275391,5.690991003777802,5.515883839726864,5.585926254471527,946358
2010-04-29,5.545069217681885,5.638459680346815,5.545069217681885,5.603438468195486,263445
2010-04-30,5.603437900543213,5.603437900543213,5.510046883744475,5.5392315060447475,1147941
2010-05-03,5.714339256286621,5.784382807792786,5.556742392587184,5.603438469321106,1168
2010-05-04,5.726012229919434,5.947814316029195,5.60927375592995,5.667642992924692,1816275
2010-05-05,5.661806583404541,5.720175828024216,5.603437902379527,5.720175828024216,889558
2010-05-06,5.65013313293457,5.714338967106394,5.2123649033377895,5.714338967106394,1919446
2010-05-07,5.510047435760498,5.632623087139572,5.31159220967456,5.632623087139572,760164
2010-05-10,5.545069217681885,5.702666081349664,5.457515341911483,5.673481456092863,578020
2010-05-11,5.3407769203186035,5.562579037692645,5.259059638850693,5.539231565041623,2538269
2010-05-12,5.486699104309082,5.486699104309082,5.369961185235248,5.410818977855655,1664404
2010-05-13,5.545069217681885,5.568416692449438,5.463351928806013,5.533394916703391,494795
2010-05-14,5.428330421447754,5.545068916126408,5.288244453271243,5.533394615782793,823444
