Date,Close,High,Low,Open,Volume
2008-01-02,2.236853837966919,2.25446721816799,2.236853837966919,2.2541146848704874,46620
2008-01-03,2.272081136703491,2.272081136703491,2.2535874619758247,2.2544684461027384,129872
2008-01-04,2.236853837966919,2.27207989917569,2.236853837966919,2.27207989917569,153183
2008-01-07,2.236853837966919,2.236853837966919,2.236853837966919,2.236853837966919,263075
2008-01-08,2.254467010498047,2.2632736298680247,2.254467010498047,2.2632736298680247,226444
2008-01-09,2.254467010498047,2.254467010498047,2.2542909536235243,2.254467010498047,109892
2008-01-10,2.236677408218384,2.2544668423446668,2.201627829259197,2.2544668423446668,49951
2008-01-11,2.219241142272949,2.3337256728593805,2.201628320433313,2.2544673453069493,939079
2008-01-14,2.2081451416015625,2.2081451416015625,2.1928216193869634,2.1928216193869634,276395
2008-01-15,2.2016279697418213,2.2451317767899583,2.2016279697418213,2.2081448708021374,632713
2008-01-16,2.095950126647949,2.113387033717392,2.0254984105136473,2.113387033717392,329676
2008-01-17,2.101233720779419,2.11338654003785,1.9902717379293813,2.1118017484163762,442899
2008-01-18,1.990270972251892,2.113385726996863,1.990270972251892,2.113385726996863,213124
2008-01-21,1.9022070169448853,1.972658729884346,1.8757875721530772,1.955574496792057,352987
2008-01-22,1.8978030681610107,1.9198195484850313,1.8493671470609798,1.918058140562359,382957
2008-01-23,1.8914631605148315,1.8914631605148315,1.8898778091645831,1.8898778091645831,86581
2008-01-24,1.9867488145828247,2.0061229002300243,1.9022064219203654,1.9726581128220058,4349069
2008-01-28,1.981289267539978,1.9814653244409892,1.9462391213384125,1.981289267539978,86581
2008-01-29,1.9550458192825317,1.9721300503904342,1.9550458192825317,1.9721300503904342,29970
2008-01-30,1.9458868503570557,1.9550455834560847,1.937432764270562,1.9550455834560847,3463271
2008-01-31,1.9726588726043701,1.9726588726043701,1.9374333631828422,1.9724829555145122,146523
2008-02-01,2.013169050216675,2.0431113139084047,1.9550462108492261,2.021975812232263,349657
2008-02-06,2.007884979248047,2.007884979248047,1.955046088525034,1.9902721555124063,106562
2008-02-07,1.9990782737731934,1.9990782737731934,1.9726586896811282,1.9902720720327844,19980
2008-02-08,1.9805841445922852,2.0034809021813667,1.9638517534447646,2.0034809021813667,266405
2008-02-11,1.9198203086853027,2.007709508700857,1.796528976888983,2.007709508700857,1198824
2008-02-12,1.9286264181137085,1.9550460021466345,1.89692302914515,1.9548699452347922,69931
2008-02-13,1.9286264181137085,1.9550460021466345,1.8757875297252382,1.9550460021466345,509500
2008-02-14,1.8669805526733398,2.0254980385332426,1.8669805526733398,1.9814652171205924,1155533
2008-02-15,1.8756104707717896,1.9022065249553555,1.8493669498447753,1.8669803279998458,236434
2008-02-18,1.9037914276123047,1.955045654850659,1.9022066360098662,1.9022066360098662,26640
2008-02-19,1.8581739664077759,1.9513470786910951,1.831754524787066,1.9513470786910951,362977
