Date,Close,High,Low,Open,Volume
2000-12-22,1.137406587600708,1.1769713235514423,1.130424668305532,1.1769713235514423,25643
2000-12-25,1.137406587600708,1.137406587600708,1.137406587600708,1.137406587600708,0
2000-12-26,1.1370748281478882,1.1384045224382813,1.120450753154174,1.1311566616630189,8636
2000-12-27,1.1756430864334106,1.1756430864334106,1.137075810014549,1.1570245065880953,29695
2000-12-28,1.2301685810089111,1.256766571809918,1.150306991682983,1.168992327991424,85167
2000-12-29,1.2301685810089111,1.2301685810089111,1.2301685810089111,1.2301685810089111,0
2001-01-01,1.2301685810089111,1.2301685810089111,1.2301685810089111,1.2301685810089111,0
2001-01-02,1.1902707815170288,1.1968537399712813,1.1669969800939717,1.1670636490970845,51711865
2001-01-03,1.2368857860565186,1.2634175553508202,1.183622556171095,1.1902722974196929,73767800
2001-01-04,1.2567659616470337,1.263415693094022,1.2434002510523403,1.2434002510523403,91067093
2001-01-05,1.2633494138717651,1.2966639105738944,1.223518731793062,1.223518731793062,89725135
2001-01-08,1.2368175983428955,1.2634161116536888,1.2368175983428955,1.2501166443537048,35276208
2001-01-09,1.2421369552612305,1.276714783577133,1.2368173379767553,1.2501163811879432,133172669
2001-01-10,1.2534425258636477,1.2567672369775729,1.2367521959142491,1.2428033871056667,121227919
2001-01-11,1.2567659616470337,1.263415693094022,1.2301679837594088,1.2626841246851526,67748921
2001-01-12,1.236951231956482,1.2567669993575323,1.2235192625703162,1.2567669993575323,54767808
2001-01-15,1.250117540359497,1.250117540359497,1.2235195345963903,1.2235195345963903,8755940
2001-01-16,1.2567659616470337,1.263415693094022,1.243466920042092,1.2501162302000457,28752435
2001-01-17,1.2667404413223269,1.2767147763352762,1.2467917712964274,1.2567661063093771,58275499
2001-01-18,1.309963345527649,1.309963345527649,1.2667412691084217,1.2667412691084217,155826505
2001-01-19,1.3365614414215088,1.3565102249739949,1.303313714586099,1.3098967805085016,123778967
2001-01-22,1.290014147758484,1.33656123186817,1.2813699255038382,1.33656123186817,43633547
2001-01-23,1.2781121730804443,1.3033142330424636,1.2781121730804443,1.2900148631798145,104699255
2001-01-24,1.2427361011505127,1.2966641844709563,1.2427361011505127,1.2966641844709563,79401364
2001-01-25,1.2427361011505127,1.2427361011505127,1.2427361011505127,1.2427361011505127,0
2001-01-26,1.2767150402069092,1.29001408609131,1.2434006511624098,1.2434673201736146,115527921
2001-01-29,1.2567659616470337,1.283364360823693,1.2534412539069275,1.283364360823693,85858703
2001-01-30,1.2368175983428955,1.2700653186922126,1.2368175983428955,1.2700653186922126,165047480
2001-01-31,1.240143060684204,1.2467923748262455,1.2235189854116868,1.243467665094064,117494354
2001-02-01,1.216869592666626,1.254772052608038,1.2102865244111176,1.254772052608038,64639831
2001-02-02,1.223519802093506,1.223519802093506,1.200246397144285,1.2168700622235715,37216067
2001-02-05,1.1935946941375732,1.216868060808472,1.190270092976646,1.216868060808472,13153840
2001-02-06,1.206895112991333,1.206895112991333,1.19692077147368,1.2035704027003415,39647535
2001-02-07,1.183620810508728,1.203502809231479,1.176971079067482,1.203502809231479,67589481
2001-02-08,1.2167363166809082,1.2334933084958903,1.1962556542293614,1.1962556542293614,59551023
2001-02-09,1.1969208717346191,1.223519293546962,1.1969208717346191,1.223519293546962,40285297
2001-02-12,1.200245380401611,1.2039026973690796,1.1969203552997258,1.197053272045959,41348233
2001-02-13,1.216869592666626,1.216869592666626,1.210220276652051,1.210220276652051,139935603
2001-02-14,1.2334932088851929,1.2501168613001483,1.19692045738057,1.2102198216662443,101311144
